,Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
1365,Restaurant 1365,Rural,Mexican,3.6,47.0,32.97,3097.0,32728.0,2.0,493.0,220.10592461787564,4.6,8.6,No,30.0,16.0,356744.73
1366,Restaurant 1366,Rural,Japanese,3.3,39.0,65.46,3278.0,39074.0,9.0,264.0,92.90917365068464,8.1,8.8,No,29.0,30.0,587804.7
1367,Restaurant 1367,Downtown,Italian,4.2,74.0,50.34,5426.0,54480.0,14.0,803.0,269.8618579823774,4.0,4.0,No,65.0,31.0,851111.68
1368,Restaurant 1368,Downtown,Italian,4.3,85.0,53.76,6506.0,65909.0,2.0,542.0,175.1357512072211,5.8,3.7,No,70.0,65.0,1028888.45
1369,Restaurant 1369,Suburban,Mexican,4.4,54.0,31.16,2612.0,33485.0,5.0,845.0,101.06349648804265,1.5,6.8,Yes,8.0,27.0,386021.01
1370,Restaurant 1370,Suburban,American,3.5,64.0,37.07,2472.0,30122.0,12.0,807.0,181.8595424998762,3.9,2.8,No,,20.0,543530.58
1371,Restaurant 1371,Downtown,French,3.2,85.0,60.36,1825.0,17327.0,1.0,239.0,97.7314182394463,5.8,5.4,No,29.0,49.0,1138991.33
1372,Restaurant 1372,Suburban,Indian,3.2,53.0,40.13,1247.0,17679.0,19.0,864.0,141.83127554518953,7.3,2.3,No,18.0,12.0,495275.26
1373,Restaurant 1373,Downtown,Italian,3.9,83.0,51.79,6543.0,67410.0,12.0,450.0,251.38096334624552,1.9,3.7,Yes,21.0,26.0,972705.96
1374,Restaurant 1374,Rural,Italian,4.9,,52.94,2870.0,32134.0,12.0,891.0,214.65388575163624,8.2,3.7,Yes,35.0,25.0,
1375,Restaurant 1375,Suburban,Mexican,3.4,66.0,28.7,2001.0,26201.0,5.0,633.0,169.48548659334682,9.1,7.3,No,52.0,52.0,436592.15
1376,Restaurant 1376,Suburban,American,3.5,70.0,37.07,1234.0,20352.0,2.0,294.0,106.60983532729122,3.5,3.5,No,56.0,33.0,580538.93
1377,Restaurant 1377,Downtown,American,3.2,85.0,37.81,3389.0,37426.0,14.0,442.0,120.5423528987928,7.9,9.1,No,2.0,81.0,737310.18
1378,Restaurant 1378,Suburban,Mexican,4.2,58.0,30.86,1831.0,20613.0,17.0,132.0,294.5591023624488,2.6,9.8,Yes,56.0,48.0,422434.31
1379,Restaurant 1379,Suburban,Italian,4.4,51.0,48.08,3237.0,34606.0,15.0,163.0,135.73419075166314,5.7,1.7,Yes,29.0,9.0,
1380,Restaurant 1380,Rural,,4.3,40.0,60.96,2261.0,28223.0,17.0,825.0,204.03188766343575,8.2,4.6,No,36.0,18.0,567154.09
1381,Restaurant 1381,Suburban,Italian,4.7,64.0,52.79,4522.0,47037.0,2.0,118.0,174.9370469017759,4.5,3.7,No,15.0,49.0,758754.05
1382,Restaurant 1382,Rural,American,4.0,32.0,43.08,2730.0,35626.0,8.0,383.0,55.77602190584706,1.2,4.2,Yes,18.0,22.0,320970.14
1383,Restaurant 1383,Downtown,Indian,3.3,85.0,,1915.0,20167.0,10.0,862.0,286.1686988512792,5.9,3.4,Yes,,56.0,616247.01
1384,Restaurant 1384,Suburban,Italian,3.6,70.0,53.25,2328.0,30006.0,3.0,210.0,71.98231547444641,8.6,4.4,Yes,46.0,,
1385,Restaurant 1385,Rural,French,4.3,48.0,62.4,2165.0,27364.0,11.0,156.0,214.67693602281156,2.0,2.3,,27.0,23.0,677146.5
1386,Restaurant 1386,Downtown,Japanese,4.2,75.0,65.13,6691.0,73551.0,9.0,855.0,252.7560640227825,1.3,3.5,No,28.0,64.0,1102576.26
1387,Restaurant 1387,Suburban,Italian,4.1,63.0,45.65,3490.0,42381.0,15.0,496.0,237.1836732169305,8.3,7.7,No,26.0,8.0,662731.2
1388,Restaurant 1388,Downtown,Mexican,4.4,74.0,32.11,6605.0,68829.0,11.0,189.0,252.3125793893034,3.4,4.1,No,44.0,44.0,551677.29
1389,Restaurant 1389,Suburban,Japanese,4.3,54.0,69.22,2861.0,29479.0,3.0,884.0,234.93000512517057,4.3,2.9,No,5.0,27.0,834944.21
1390,Restaurant 1390,Downtown,Mexican,4.8,75.0,26.61,5747.0,61195.0,7.0,409.0,161.39304173925467,1.8,2.0,No,62.0,43.0,461261.55
1391,Restaurant 1391,Downtown,Mexican,4.2,87.0,25.49,2302.0,23707.0,7.0,974.0,274.0686480102879,1.9,4.1,No,17.0,47.0,503878.68
1392,Restaurant 1392,Rural,Mexican,4.6,47.0,26.75,4189.0,50249.0,4.0,199.0,278.1102722020138,6.5,6.8,Yes,39.0,18.0,296706.45
1393,Restaurant 1393,Downtown,Italian,3.5,88.0,55.53,6602.0,68343.0,6.0,979.0,159.23871947001442,6.0,3.3,Yes,68.0,85.0,1104598.4
1394,Restaurant 1394,Suburban,American,4.4,51.0,43.0,2370.0,26604.0,19.0,887.0,171.19408741195957,3.6,4.8,Yes,9.0,17.0,511244.2
1395,Restaurant 1395,Suburban,Japanese,4.8,66.0,70.8,3263.0,35052.0,14.0,148.0,171.41159923776058,5.1,9.6,No,23.0,53.0,1057017.1
1396,Restaurant 1396,Rural,French,3.8,30.0,65.36,2763.0,31949.0,4.0,216.0,119.72570482561213,4.5,6.0,Yes,24.0,11.0,447126.75
1397,Restaurant 1397,Suburban,American,4.6,58.0,41.81,2879.0,35125.0,19.0,705.0,78.73415607774685,7.3,5.8,Yes,6.0,8.0,564690.71
1398,Restaurant 1398,Suburban,Italian,4.4,62.0,52.98,3742.0,37733.0,19.0,720.0,115.49488072683836,,4.7,No,32.0,35.0,757601.75
1399,Restaurant 1399,Suburban,,3.1,53.0,28.11,1466.0,17989.0,17.0,994.0,261.02595211491695,7.9,6.0,No,11.0,14.0,356011.97
1400,,Downtown,French,4.2,74.0,61.48,1844.0,25879.0,19.0,861.0,185.764056967529,1.0,9.9,Yes,,8.0,1030695.99
1401,Restaurant 1401,Downtown,Japanese,3.3,87.0,66.58,5414.0,61375.0,12.0,512.0,262.54953718011706,1.9,3.3,No,56.0,8.0,1299623.61
1402,Restaurant 1402,Suburban,American,4.9,59.0,39.45,1127.0,16371.0,17.0,863.0,236.29048437264663,4.9,9.5,No,19.0,45.0,540693.3
1403,Restaurant 1403,Rural,Indian,4.6,33.0,30.37,1917.0,24167.0,15.0,946.0,137.1536286493846,8.7,2.3,No,14.0,30.0,247296.12
1404,Restaurant 1404,Downtown,American,3.2,82.0,37.38,4970.0,54595.0,9.0,939.0,96.32812511089092,3.1,2.0,Yes,72.0,54.0,699592.67
1405,Restaurant 1405,Rural,French,3.2,42.0,55.82,913.0,7871.0,16.0,605.0,191.80495307794683,8.9,6.9,Yes,,5.0,541421.81
1406,,Suburban,Italian,4.2,66.0,49.27,3358.0,37642.0,18.0,901.0,283.96417640689174,2.0,3.3,No,61.0,57.0,747333.54
1407,Restaurant 1407,Suburban,Japanese,3.7,57.0,74.27,984.0,17938.0,18.0,648.0,259.85380169353425,1.7,5.0,Yes,22.0,49.0,957404.48
1408,Restaurant 1408,Downtown,French,3.1,73.0,59.16,3168.0,38155.0,4.0,133.0,240.95887314924408,9.2,7.6,Yes,6.0,14.0,966299.87
1409,Restaurant 1409,Suburban,Mexican,4.1,52.0,34.15,3546.0,42281.0,4.0,657.0,241.04352044774444,2.5,5.8,Yes,27.0,39.0,408051.15
1410,Restaurant 1410,Downtown,Japanese,3.8,80.0,72.22,2196.0,28940.0,1.0,351.0,181.93832385025812,5.2,1.1,No,62.0,9.0,1280015.02
1411,Restaurant 1411,Suburban,American,3.2,61.0,40.6,1251.0,17319.0,5.0,289.0,92.38159219002348,3.9,3.8,Yes,9.0,0.0,554911.25
1412,Restaurant 1412,Suburban,French,4.6,58.0,57.61,4314.0,47474.0,12.0,266.0,121.38614011771,2.3,1.6,Yes,14.0,7.0,756298.73
1413,Restaurant 1413,Downtown,American,4.8,84.0,45.14,9024.0,94729.0,14.0,800.0,194.47320969579192,6.7,9.3,Yes,57.0,23.0,875879.09
1414,,Downtown,American,4.5,82.0,35.6,,66988.0,10.0,633.0,129.08835623677857,9.7,8.2,Yes,6.0,,674032.6
1415,Restaurant 1415,Downtown,American,4.6,74.0,42.58,4552.0,,18.0,230.0,245.3916897567232,6.9,9.9,No,54.0,47.0,730500.86
1416,Restaurant 1416,Suburban,Italian,3.4,54.0,51.83,2884.0,34391.0,10.0,466.0,143.30419028517264,4.2,9.0,No,21.0,35.0,639421.61
1417,Restaurant 1417,Suburban,American,3.5,68.0,39.85,2285.0,26164.0,16.0,734.0,78.47411992305082,7.4,5.3,No,52.0,49.0,626024.75
1418,Restaurant 1418,Rural,Mexican,3.4,40.0,27.64,2309.0,25270.0,6.0,241.0,245.6360882583181,2.3,8.9,Yes,21.0,2.0,259571.12
1419,Restaurant 1419,Downtown,Mexican,4.5,78.0,29.74,3640.0,44374.0,3.0,143.0,224.53254581822551,6.2,7.1,Yes,20.0,69.0,528280.24
1420,Restaurant 1420,Suburban,Japanese,4.9,52.0,74.6,2498.0,28480.0,15.0,948.0,113.28921336382504,5.2,5.7,Yes,25.0,37.0,881687.0
1421,Restaurant 1421,Suburban,Indian,4.4,67.0,39.2,3043.0,36804.0,5.0,713.0,295.2788074266477,4.2,4.3,Yes,14.0,63.0,595280.7
1422,Restaurant 1422,Downtown,American,4.8,82.0,45.36,5375.0,62951.0,6.0,720.0,150.7973809014164,7.7,7.1,Yes,61.0,24.0,844480.53
1423,Restaurant 1423,Rural,American,4.3,41.0,38.39,3249.0,38055.0,12.0,376.0,220.11516837615127,2.1,6.3,Yes,23.0,40.0,370850.63
1424,Restaurant 1424,Downtown,French,3.8,78.0,59.26,6871.0,67950.0,1.0,857.0,277.6121100662468,5.8,6.5,No,51.0,58.0,1041306.66
1425,Restaurant 1425,Rural,Italian,3.9,39.0,45.21,1493.0,,10.0,514.0,88.99914707856809,8.7,4.6,No,15.0,32.0,409062.83
1426,Restaurant 1426,Suburban,Indian,3.2,62.0,40.37,3194.0,30613.0,3.0,483.0,269.755447667664,2.8,7.7,Yes,54.0,10.0,566265.19
1427,Restaurant 1427,Rural,Japanese,3.1,49.0,68.62,2946.0,34849.0,5.0,379.0,225.9782161122365,3.4,1.7,No,36.0,11.0,754055.81
1428,Restaurant 1428,Suburban,Indian,4.4,69.0,34.45,2243.0,23687.0,15.0,576.0,91.89069348894078,6.9,7.5,Yes,67.0,0.0,550782.95
1429,Restaurant 1429,Downtown,American,3.9,82.0,44.99,4691.0,48589.0,4.0,168.0,216.12804551535905,8.0,7.6,Yes,17.0,67.0,833311.53
1430,Restaurant 1430,Downtown,French,4.1,78.0,60.79,6877.0,72906.0,19.0,70.0,268.6439044362114,3.6,5.6,Yes,36.0,68.0,1082437.74
1431,Restaurant 1431,Downtown,Italian,4.1,79.0,51.23,8198.0,85422.0,17.0,70.0,249.7538519960325,4.2,3.4,No,,58.0,930600.69
1432,Restaurant 1432,Rural,Japanese,3.6,48.0,66.94,2200.0,30338.0,8.0,365.0,240.15174312895388,7.7,5.7,Yes,12.0,10.0,725392.86
1433,Restaurant 1433,Suburban,Indian,4.0,55.0,35.49,3483.0,42578.0,5.0,270.0,90.33403708331493,3.6,2.1,Yes,5.0,29.0,444427.11
1434,Restaurant 1434,Downtown,Japanese,3.9,76.0,75.1,3643.0,40573.0,4.0,667.0,97.65602763143588,7.0,3.6,No,32.0,32.0,1272897.95
1435,Restaurant 1435,Downtown,American,3.8,84.0,41.15,2717.0,33003.0,19.0,794.0,186.9291137462552,2.4,4.8,Yes,35.0,39.0,789954.15
1436,Restaurant 1436,Suburban,Japanese,4.6,68.0,67.81,1769.0,21632.0,9.0,114.0,195.0365041628416,4.7,7.1,No,20.0,21.0,1031469.83
1437,Restaurant 1437,Downtown,French,3.9,83.0,55.34,6804.0,71994.0,13.0,198.0,285.9060159046338,7.2,2.7,No,51.0,24.0,1042217.38
1438,Restaurant 1438,Suburban,Japanese,4.2,65.0,68.7,2233.0,24868.0,17.0,232.0,167.17033366413887,5.1,2.4,No,17.0,3.0,1005125.4
1439,Restaurant 1439,Suburban,Mexican,4.8,63.0,31.3,2738.0,34937.0,8.0,630.0,125.625651815343,1.2,6.5,Yes,16.0,11.0,451655.05
1440,Restaurant 1440,Suburban,French,4.7,69.0,55.47,3020.0,36194.0,19.0,768.0,97.6932278076554,4.7,7.1,No,8.0,3.0,871593.04
1441,Restaurant 1441,Suburban,Indian,4.8,51.0,36.71,2137.0,25389.0,11.0,671.0,63.54273896897748,3.6,1.8,Yes,14.0,22.0,430852.5
1442,Restaurant 1442,Suburban,Italian,3.5,58.0,50.76,1864.0,25326.0,14.0,331.0,67.16339360770783,1.9,1.3,No,28.0,37.0,668377.22
1443,Restaurant 1443,Rural,Italian,3.1,32.0,53.62,845.0,12965.0,18.0,380.0,193.5417315945034,1.1,2.3,,3.0,,398573.67
1444,Restaurant 1444,Downtown,American,3.5,75.0,35.32,6523.0,65624.0,5.0,104.0,94.0654895207026,1.4,9.1,Yes,74.0,57.0,608281.62
1445,Restaurant 1445,Rural,American,3.6,34.0,43.59,2122.0,25279.0,12.0,162.0,262.90427385020814,9.5,7.1,Yes,23.0,32.0,352039.54
1446,Restaurant 1446,Downtown,Mexican,4.8,83.0,30.73,7242.0,82164.0,16.0,262.0,199.1179549478535,7.7,9.3,No,11.0,34.0,599957.26
1447,Restaurant 1447,Rural,Indian,4.3,44.0,34.08,1425.0,17351.0,16.0,95.0,266.22163946306125,9.5,7.0,Yes,30.0,32.0,357952.89
1448,,Suburban,Italian,3.2,67.0,55.62,2964.0,30495.0,14.0,495.0,156.8654580648756,2.0,9.7,No,43.0,5.0,845592.77
1449,Restaurant 1449,Downtown,Italian,3.3,86.0,46.76,5008.0,,7.0,119.0,198.944248750434,6.1,5.0,Yes,19.0,6.0,904741.74
1450,Restaurant 1450,Downtown,Italian,3.3,78.0,50.95,3617.0,40151.0,9.0,231.0,181.3570757856048,1.7,6.4,Yes,5.0,20.0,892546.7
1451,Restaurant 1451,Rural,Italian,4.3,48.0,48.53,3063.0,35006.0,3.0,949.0,296.66918741583174,1.2,6.4,Yes,44.0,14.0,528004.9
1452,Restaurant 1452,Rural,Japanese,4.5,38.0,70.8,2047.0,,14.0,222.0,249.2049733108197,5.2,1.0,No,4.0,1.0,611648.2
1453,Restaurant 1453,Downtown,Indian,4.7,85.0,36.08,8689.0,96335.0,1.0,553.0,198.85002054879695,6.8,1.2,Yes,58.0,66.0,700059.37
1454,Restaurant 1454,Rural,French,4.9,35.0,55.98,2396.0,24505.0,14.0,359.0,201.64649732740185,1.6,2.3,Yes,13.0,11.0,451917.47
1455,Restaurant 1455,Rural,French,3.4,37.0,62.27,1177.0,19911.0,18.0,258.0,112.20042816434784,4.3,5.6,No,14.0,14.0,532544.42
1456,Restaurant 1456,Rural,Mexican,3.6,32.0,31.98,2849.0,28788.0,3.0,998.0,233.6882358549413,1.8,4.9,No,,29.0,239613.84
1457,Restaurant 1457,Suburban,Japanese,,54.0,73.46,2129.0,27727.0,6.0,272.0,295.7082157422417,4.3,5.9,Yes,14.0,,888340.97
1458,Restaurant 1458,Suburban,Italian,3.7,56.0,46.0,3297.0,,4.0,989.0,82.35782638661932,5.2,8.2,No,24.0,45.0,586703.5
1459,Restaurant 1459,Rural,Italian,4.8,30.0,48.27,2768.0,30906.0,1.0,392.0,209.3152994922748,4.0,8.4,Yes,10.0,28.0,332649.46
1460,Restaurant 1460,Rural,American,4.2,50.0,42.15,3738.0,41365.0,3.0,657.0,179.47033038007362,6.2,9.8,No,13.0,12.0,482585.5
1461,Restaurant 1461,Suburban,American,4.5,53.0,36.5,2026.0,24334.0,18.0,169.0,262.6027981727674,6.3,6.0,No,27.0,12.0,453822.7
1462,Restaurant 1462,Suburban,Mexican,4.0,65.0,32.45,2532.0,24710.0,3.0,597.0,50.01171744790162,4.0,4.1,Yes,57.0,58.0,478935.0
1463,Restaurant 1463,Downtown,Italian,3.1,,45.65,1866.0,18041.0,16.0,83.0,84.14622185090316,4.5,3.8,No,30.0,27.0,856399.15
1464,Restaurant 1464,Downtown,Mexican,3.1,70.0,28.68,4579.0,44396.0,7.0,997.0,59.26819652972277,5.0,4.1,No,26.0,23.0,463702.02
1465,Restaurant 1465,Suburban,Japanese,4.1,53.0,74.31,3531.0,36132.0,9.0,439.0,90.7333170924894,4.4,3.9,Yes,40.0,38.0,889443.45
1466,Restaurant 1466,Rural,French,4.4,39.0,63.52,1928.0,19637.0,2.0,983.0,226.9840700821873,7.8,4.5,Yes,35.0,29.0,560579.45
1467,Restaurant 1467,Rural,Italian,3.4,40.0,52.09,2597.0,30228.0,3.0,903.0,,2.3,1.7,Yes,15.0,35.0,471125.8
1468,Restaurant 1468,Rural,Indian,4.4,36.0,39.58,3500.0,44326.0,1.0,338.0,205.58276284924688,8.7,6.7,No,34.0,3.0,330355.48
1469,Restaurant 1469,Rural,,4.6,33.0,72.8,2510.0,31137.0,6.0,616.0,267.0514394300577,4.0,6.1,Yes,12.0,12.0,545476.65
1470,Restaurant 1470,Downtown,Italian,3.8,70.0,50.71,,20042.0,15.0,584.0,58.655889483847794,7.5,5.2,No,20.0,0.0,804990.6
1471,Restaurant 1471,Suburban,Indian,4.5,50.0,40.78,1369.0,18786.0,5.0,942.0,56.69660397003163,9.0,1.7,Yes,46.0,43.0,465397.22
1472,Restaurant 1472,Rural,American,3.8,46.0,42.64,2572.0,30469.0,13.0,814.0,297.46206857695245,9.0,1.8,No,19.0,16.0,456457.21
1473,Restaurant 1473,Downtown,Mexican,4.4,79.0,31.62,6552.0,71182.0,8.0,605.0,218.31864138846817,5.1,5.9,Yes,71.0,23.0,578127.0
1474,Restaurant 1474,Rural,American,,34.0,39.5,2144.0,27561.0,13.0,149.0,85.17380543560219,3.3,1.3,Yes,19.0,33.0,316363.05
1475,Restaurant 1475,Suburban,French,5.0,56.0,64.93,3495.0,44901.0,19.0,77.0,126.67299747859607,6.5,7.5,Yes,,38.0,834423.24
1476,Restaurant 1476,Downtown,American,3.7,77.0,38.25,6509.0,66679.0,9.0,625.0,296.25128831825486,2.7,9.9,Yes,5.0,41.0,676416.7
1477,Restaurant 1477,Suburban,Italian,3.8,51.0,45.1,3500.0,41577.0,3.0,865.0,106.80414351348412,8.1,6.4,Yes,13.0,6.0,523887.65
1478,Restaurant 1478,Suburban,Indian,3.3,58.0,32.16,,18432.0,14.0,364.0,238.20664128202625,7.4,7.5,Yes,33.0,22.0,436183.22
1479,Restaurant 1479,Downtown,American,3.4,73.0,36.2,6142.0,65334.0,7.0,876.0,110.29551928640564,8.2,5.0,Yes,35.0,20.0,608552.1
1480,Restaurant 1480,Downtown,Italian,4.4,81.0,48.51,3281.0,39425.0,13.0,860.0,149.61690762098448,4.9,7.0,No,75.0,42.0,893757.31
1481,Restaurant 1481,Downtown,French,4.8,80.0,64.08,8397.0,93598.0,9.0,732.0,270.1760629366641,6.0,6.9,Yes,33.0,59.0,1162766.36
1482,Restaurant 1482,Downtown,Indian,3.8,74.0,37.17,,60258.0,11.0,702.0,57.10973531043596,1.9,8.4,No,15.0,23.0,632582.38
1483,Restaurant 1483,Downtown,American,3.4,81.0,36.86,1803.0,24183.0,9.0,633.0,126.8087898471852,7.2,7.4,Yes,43.0,66.0,679356.93
1484,Restaurant 1484,Downtown,Mexican,3.6,90.0,33.68,7154.0,78881.0,11.0,604.0,171.798177100161,5.4,7.7,No,34.0,27.0,699320.33
1485,Restaurant 1485,Downtown,Mexican,3.9,,30.55,7579.0,76695.0,14.0,289.0,206.3736844567105,5.6,6.0,No,58.0,65.0,527741.75
1486,Restaurant 1486,Rural,Indian,3.6,42.0,35.64,1266.0,18131.0,15.0,830.0,57.06041374038469,8.6,5.4,Yes,12.0,3.0,354816.87
1487,Restaurant 1487,Suburban,Mexican,3.5,50.0,28.98,1595.0,16633.0,17.0,553.0,152.66774160966492,8.0,5.1,No,26.0,16.0,346428.31
1488,Restaurant 1488,Downtown,American,4.5,87.0,44.51,2197.0,30420.0,1.0,468.0,136.07179547626478,5.8,4.5,Yes,40.0,83.0,865426.26
1489,Restaurant 1489,Rural,American,3.0,33.0,38.5,845.0,,3.0,780.0,56.7166504795958,4.2,3.4,Yes,29.0,25.0,290284.65
1490,Restaurant 1490,Rural,Indian,4.1,33.0,31.04,1483.0,21294.0,3.0,700.0,,5.0,1.3,Yes,32.0,21.0,236810.4
1491,Restaurant 1491,Rural,American,4.6,37.0,38.33,2881.0,36712.0,3.0,454.0,282.9220722791291,4.2,7.0,,35.0,18.0,328284.58
1492,Restaurant 1492,Suburban,Italian,3.5,69.0,52.87,3142.0,31743.0,4.0,761.0,118.65711068334775,2.4,9.1,No,47.0,30.0,820561.71
1493,Restaurant 1493,Downtown,French,4.2,75.0,62.23,7641.0,79231.0,17.0,923.0,196.3978243793888,,9.4,No,44.0,41.0,1069786.35
1494,Restaurant 1494,Rural,Mexican,4.3,33.0,27.07,3973.0,40168.0,4.0,203.0,124.52392684232144,7.2,6.2,Yes,19.0,24.0,215872.8
1495,Restaurant 1495,Suburban,Italian,4.3,53.0,46.23,3933.0,40350.0,13.0,399.0,76.66653015767687,9.7,1.8,No,26.0,29.0,566599.26
1496,Restaurant 1496,Suburban,Indian,3.9,60.0,37.27,1323.0,12853.0,7.0,263.0,122.43087001006975,5.1,8.9,Yes,32.0,47.0,509825.28
1497,Restaurant 1497,Suburban,Mexican,3.7,58.0,32.44,812.0,13451.0,4.0,611.0,167.68978472750644,10.0,7.7,No,31.0,53.0,430740.39
1498,Restaurant 1498,Rural,Italian,4.7,43.0,49.03,2682.0,28932.0,8.0,98.0,124.05209946160991,2.7,3.3,,41.0,8.0,480783.58
1499,Restaurant 1499,Downtown,American,4.5,73.0,44.27,5373.0,53996.0,11.0,408.0,206.04233028851533,6.9,8.2,Yes,35.0,29.0,740703.07
1500,Restaurant 1500,Rural,Indian,3.6,42.0,40.76,1110.0,19185.0,19.0,547.0,287.2721804954881,10.0,5.2,No,6.0,40.0,407103.69
1501,Restaurant 1501,Rural,Indian,3.2,35.0,32.26,1617.0,18387.0,7.0,907.0,67.31789100427316,6.8,9.0,Yes,21.0,31.0,269009.27
1502,Restaurant 1502,Downtown,Mexican,3.1,82.0,31.35,5963.0,62000.0,9.0,805.0,229.2510901685828,5.1,3.2,No,24.0,58.0,592358.5
1503,Restaurant 1503,Downtown,American,3.2,72.0,35.06,1402.0,19406.0,4.0,396.0,50.31410177357829,5.6,8.2,No,10.0,47.0,569589.8
1504,Restaurant 1504,Downtown,Mexican,4.2,76.0,32.84,3253.0,33688.0,4.0,391.0,50.25537476263604,8.6,7.4,Yes,2.0,64.0,568102.3
1505,Restaurant 1505,Suburban,Japanese,3.1,50.0,69.56,3014.0,36368.0,1.0,830.0,83.22983867758397,9.5,1.1,No,4.0,20.0,777650.84
1506,Restaurant 1506,Downtown,Italian,3.7,80.0,47.13,3711.0,44996.0,6.0,472.0,169.98262604841244,5.1,6.1,Yes,54.0,35.0,850272.47
1507,Restaurant 1507,Rural,Japanese,4.5,31.0,73.27,3845.0,44347.0,3.0,488.0,62.00100872870849,8.0,7.4,No,11.0,2.0,518043.39
1508,Restaurant 1508,Downtown,Italian,3.6,74.0,53.92,6832.0,68771.0,3.0,824.0,230.5379419403505,9.4,2.4,Yes,43.0,15.0,901189.43
1509,Restaurant 1509,Rural,French,4.5,43.0,56.22,4295.0,49360.0,1.0,293.0,57.3203862806849,3.5,5.8,No,8.0,6.0,545357.32
1510,Restaurant 1510,Suburban,Indian,4.5,62.0,30.45,1131.0,14681.0,7.0,732.0,173.85794368163783,5.4,3.7,No,47.0,15.0,430782.55
1511,Restaurant 1511,Rural,Mexican,3.5,45.0,28.67,808.0,9803.0,9.0,603.0,219.02465941342297,10.0,7.3,No,10.0,27.0,304161.79
1512,Restaurant 1512,Rural,French,4.5,44.0,61.89,3592.0,44834.0,3.0,957.0,109.38765149823752,4.2,5.9,,2.0,11.0,614770.31
1513,Restaurant 1513,Downtown,French,4.5,72.0,63.73,6845.0,75931.0,15.0,574.0,194.8245342797225,6.6,6.6,No,71.0,24.0,1047761.04
1514,Restaurant 1514,Downtown,Indian,3.8,75.0,36.01,4631.0,54778.0,3.0,829.0,115.44535374147311,6.9,1.7,No,54.0,29.0,613096.48
1515,Restaurant 1515,Rural,Indian,3.4,38.0,36.39,3333.0,36607.0,11.0,765.0,103.52431517149408,2.4,2.2,No,8.0,7.0,325043.28
1516,Restaurant 1516,Downtown,Italian,4.0,72.0,53.8,3420.0,42332.0,18.0,343.0,254.59735358813396,8.3,6.0,No,66.0,10.0,885489.8
1517,Restaurant 1517,Suburban,Japanese,4.8,62.0,70.82,3421.0,40371.0,3.0,820.0,133.22833532016,4.7,2.6,Yes,42.0,59.0,984186.83
1518,Restaurant 1518,Suburban,American,4.3,62.0,41.72,3172.0,31837.0,7.0,249.0,253.49489174189733,5.5,5.5,No,57.0,41.0,589910.57
1519,Restaurant 1519,Downtown,Italian,3.3,76.0,50.68,3684.0,39056.0,9.0,367.0,104.22735294463826,6.8,7.2,No,56.0,54.0,873305.52
1520,Restaurant 1520,Suburban,American,4.4,54.0,44.69,4390.0,50787.0,,720.0,138.96639262942207,4.7,8.3,No,41.0,35.0,565964.73
1521,Restaurant 1521,Downtown,French,3.9,77.0,57.59,4812.0,49090.0,9.0,249.0,75.66470341492949,3.9,2.3,No,15.0,48.0,997038.84
1522,Restaurant 1522,Rural,American,4.2,37.0,37.9,,36688.0,10.0,342.0,174.12509707356523,5.9,7.7,Yes,7.0,29.0,332085.5
1523,Restaurant 1523,Rural,Japanese,4.5,36.0,66.41,921.0,13516.0,13.0,329.0,145.3985730987231,4.1,4.3,No,0.0,5.0,543823.79
1524,Restaurant 1524,Suburban,Italian,4.0,68.0,54.01,3918.0,45022.0,5.0,141.0,51.48915491470725,4.9,7.1,Yes,62.0,,828911.98
1525,Restaurant 1525,Downtown,Indian,4.6,76.0,34.53,7918.0,82455.0,14.0,629.0,166.2137819236978,2.0,2.3,Yes,42.0,13.0,610024.22
1526,Restaurant 1526,Downtown,Japanese,4.4,,68.83,7589.0,83151.0,4.0,113.0,68.6036591119387,8.6,5.6,Yes,12.0,36.0,1130556.1
1527,Restaurant 1527,Suburban,Japanese,,59.0,75.79,,42560.0,14.0,193.0,259.2390114425604,4.7,8.5,Yes,44.0,27.0,1013903.68
1528,Restaurant 1528,Rural,Italian,3.3,42.0,55.19,1809.0,18915.0,11.0,835.0,173.42329358175638,1.7,2.0,Yes,1.0,39.0,528024.47
1529,Restaurant 1529,Suburban,Indian,4.7,53.0,40.69,2520.0,29917.0,10.0,629.0,,8.1,8.4,Yes,32.0,51.0,500449.95
1530,Restaurant 1530,Rural,Japanese,4.9,48.0,66.57,4077.0,47369.0,5.0,284.0,255.28399890514865,1.2,5.1,Yes,13.0,40.0,720514.0
1531,Restaurant 1531,Downtown,Indian,3.3,79.0,39.8,3699.0,37925.0,12.0,473.0,62.79447643756323,6.4,8.4,No,73.0,4.0,719435.15
1532,Restaurant 1532,Rural,Mexican,4.0,36.0,28.62,3497.0,39742.0,15.0,363.0,134.2994377131878,7.3,9.6,No,3.0,20.0,257706.94
1533,Restaurant 1533,Suburban,Mexican,3.5,54.0,25.14,2164.0,26977.0,13.0,172.0,56.27945673553074,2.7,2.4,No,46.0,48.0,320157.65
1534,Restaurant 1534,Downtown,Mexican,4.5,72.0,29.3,2754.0,32199.0,8.0,862.0,62.40664649243753,2.2,7.1,Yes,32.0,60.0,484812.95
